id,name,surname,sex,age
140,LETITIA,ARTHUR,0,81
141,GINO,RUTHERFORD,1,79
142,DWAYNE,TAMERON,1,44
143,SYBLE,AMOTT,0,59
144,TARI,NUNMAKER,0,52
145,JERALD,SNIPE,1,46
146,BIRGIT,SISLEY,0,99
147,STEVE,SUKUT,1,86
148,AYAKO,RATTANA,0,92
149,MARGENE,PLAYL,0,73
150,LAVONA,FRANTUM,0,72
151,MARISSA,HULBURT,0,84
152,GERALDO,ZILLIOX,1,67
153,TOD,DEPEYSTER,1,82
154,MARCELLUS,GWALTNEY,1,31
155,MARCELINO,SILVERI,1,50
156,TENISHA,LIMAURO,0,45
157,JEROLD,SAUREY,1,49
158,DALLAS,SOLAND,1,49
159,ALVARO,DUSING,1,62
160,BRANT,BRECEDA,1,31
161,SASHA,JUBERT,0,96
162,ARMAND,LLAMS,1,65
163,RUFUS,DINGSON,1,20
164,NEDA,HUMPHRYS,0,67
165,SHERRI,VANDUSER,0,27
166,AUNDREA,WHEDON,0,84
167,JESUSITA,FRIEDLANDER,0,92
168,ALMEDA,BORNMAN,0,74
169,HANA,BOGE,0,95
170,QUINN,GALLENO,1,93
171,DANIAL,VARNELL,1,81
172,LORENA,GERSTENBERGER,0,26
173,NIGEL,CLEARO,1,77
174,JULIAN,LUCCHESE,1,94
175,ROSS,GURLEY,1,79
176,HUE,FREED,0,56
177,DION,JENNER,1,97
178,GEORGANN,KORENEK,0,95
179,CLIFFORD,REDNOUR,1,88
180,UNA,ROTHCHILD,0,84
181,TRISTA,COUTS,0,68
182,MITCHELL,BURMASTER,0,74
183,RUBIN,RIDGES,1,96
184,DAVID,CASTEEL,0,20
185,MARLENA,HEARE,0,53
186,DANAE,TROBRIDGE,0,69
187,KIP,SESSIONS,1,23
188,APRIL,AKAWANZIE,0,58
189,TERESA,WIKERT,0,50
190,CRYSTA,KUNTZMAN,0,57
191,LATOYA,AIHARA,0,49
192,KENTON,SANTULLI,1,45
193,PALMA,HUBERT,0,35
194,TINA,GRIZZEL,0,57
195,ELWOOD,DEUSCHEL,1,79
196,BRUCE,HEARING,1,72
197,RAMONITA,LOURIA,0,62
198,BERTHA,BULLOCK,0,57
199,JOANA,SLOWN,0,88
200,ROY,GROSSACK,1,50
201,LOGAN,CRUMPTON,0,74
202,LUCIANO,KEEN,1,76
203,BUDDY,ASSAF,1,61
204,JOHNNIE,BRATHWAITE,1,94
205,HARLEY,WYZE,1,37
206,KEVA,YEAKLEY,0,46
207,BEN,ACHILLE,1,38
208,RICO,KADAR,1,83
209,EARLEEN,GUNKELMAN,0,83
210,ODIS,BRAZLER,1,87
211,EVAN,LACAZE,1,78
212,ADELL,BETTHAUSER,0,59
213,WALKER,WOLSLEGEL,1,61
214,JORDAN,STEFFENS,1,98
215,KARINA,HETHERMAN,0,28
216,REGGIE,HAVICE,1,35
217,SEBASTIAN,DYESS,1,43
218,RHETT,KROPIDLOWSKI,1,87
219,ASSUNTA,CARON,0,20
220,RAEANN,BUMPUS,0,92
221,AMIE,STAVRIDES,0,51
222,YVETTE,DAMERON,0,85
223,CASSEY,CHERVIN,0,44
224,VALERIE,STAMPE,0,94
225,JEROMY,WOLFENBARGER,1,32
226,SOL,COBERLY,0,21
227,JACQUELIN,BOLTINGHOUSE,0,90
228,DAN,WIEBERS,1,42
229,JOHNNY,ZINGONE,0,36
230,SOO,VALENTIN,0,79
231,FRIEDA,BEYRER,0,39
232,ALFONZO,OLEA,1,21
233,ADOLFO,BRUECKNER,1,46
234,OLENE,LEFFERT,0,39
235,ARNOLDO,PECINA,1,79
236,MOISES,BOBLETT,1,87
237,RUFUS,YERICO,1,96
238,KRISTIN,BARTNETT,0,54
239,STERLING,VANZANTE,1,22
240,CLARETTA,RINIKER,0,81
241,LENITA,PIEDRA,0,82
242,CLINT,LASSERE,1,18
243,MAC,GARLING,1,38
244,ALLEN,MACASKILL,0,26
245,JEFFREY,GAMBA,1,82
246,RUSTY,ZIEBART,1,89
247,IRMA,GRIFFETH,0,85
248,JACKELYN,LEVIEN,0,24
249,DALLAS,ELLINGHUYSEN,1,45
250,OSCAR,SILVERSMITH,0,73
251,RANDY,GIDDINGS,1,69
252,JACKSON,FILIPPELLI,1,42
253,RICARDO,INKLEBARGER,1,47
254,LURLINE,VIXAYACK,0,41
255,ERNESTO,BENITZ,1,54
256,WADE,STROTZ,1,65
257,GIOVANNI,SANGHA,1,76
258,THEODORE,DURIGA,1,23
259,JENISE,VERCH,0,26
260,GAYE,HUSKI,0,21
261,MAISIE,GARLITZ,0,60
262,NEIL,GREFRATH,1,84
263,ALINE,MCKENNEY,0,88
264,DARRON,WILDENTHALER,1,45
265,SHARRON,HELINE,0,83
266,ORA,RASPBERRY,0,65
267,KATHERIN,FAULISI,0,43
268,ROBERTO,FRIESENHAHN,1,88
269,CHANG,MITCHINER,0,49
270,RASHAD,PAINTER,1,61
271,DACIA,COGGAN,0,80
272,ENID,BLUST,0,27
273,ANITRA,LANDS,0,98
274,DONELLA,CHEVES,0,20
275,ISAAC,GUZALAK,1,68
276,GIL,ANNING,1,48
277,CHLOE,LOETZ,0,35
278,CATALINA,PAPA,0,83
279,TRAVIS,APALATEGUI,1,99
280,FLAVIA,SWILLER,0,24
281,WILLY,SENN,1,49
282,STANLEY,DILLENBURG,1,19
283,SCOTT,MURTY,1,94
284,SIBYL,TOYA,0,51
285,CRISTOBAL,SCHMALZRIED,1,23
286,PARIS,MOTTILLO,1,91
287,MAURICE,KAN,1,39
288,MARIO,CERAOS,1,35
289,JONAH,DEUS,1,87
290,LINDSEY,LITVIN,0,20
291,SIGRID,GEDERMAN,0,80
292,LURLENE,PHANOR,0,99
293,VAL,RUZBASAN,1,77
294,KARMA,WIELOCH,0,55
295,BRITTANI,SAVINAR,0,86
296,ARETHA,FURMANIK,0,79
297,TAMATHA,JOHANNESSEN,0,55
298,LESLEY,SIEGEL,1,88
299,REINALDO,MEGAHAN,1,31
300,ANDREA,EWER,1,30
301,EDMOND,HAINLEY,1,95
302,JASON,BAGNOLI,1,49
303,MINH,MANDICH,0,48
304,CHANTE,ZAPPAVIGNA,0,49
305,SYDNEY,TORELLO,1,74
306,AVELINA,RYMER,0,24
307,RUBIN,RUARK,1,93
308,CARLENE,MONDESIR,0,23
309,TAMBRA,IACOBELLI,0,32
310,KARL,SARNOSKY,1,88
311,JULIETTE,LEATHAM,0,25
312,TREY,BENING,1,37
313,MARGARITE,LOSHBAUGH,0,56
314,HILDA,CAPOTE,0,65
315,CESAR,LEAHMAN,1,48
316,ERNIE,ANDRICH,1,88
317,HORACE,KROGMAN,1,49
318,PALMA,HOFFPAUIR,0,95
319,FREDDIE,GURTNER,1,88
320,EUGENIO,HONAHNIE,1,76
321,GARRET,CRAPO,1,96
322,NEWTON,ECKSTROM,1,51
323,GEMA,FALSO,0,54
324,GLYNDA,MCGLONE,0,30
325,MARYLAND,CREEKMORE,0,50
326,SANDY,CHOUDHARY,1,83
327,BRAIN,BRUEGGER,1,97
328,BEN,PAPIK,1,74
329,BRADFORD,RIGGINS,1,65
330,JESSI,DAVISSON,0,50
331,JUDE,LIVINGTON,1,93
332,HILARIO,CACCAMO,1,21
333,DENNIS,TALAGA,1,38
334,RUSSEL,BULLIS,1,51
335,BRIGITTE,SOUFFRANT,0,67
336,KRAIG,KOSTICK,1,80
337,CURTIS,PINNER,1,77
338,WALTER,BELTRAM,1,50
339,RAFAEL,SOBER,1,97
340,CLIFTON,ANDREASON,1,48
341,SHANDA,PRAG,0,21
342,JONATHON,REMLINGER,1,66
343,ALEX,HEKTNER,1,45
344,RICK,URSO,1,58
345,ISABELLA,LATULIPE,0,33
346,HUGO,LASK,1,21
347,DOLORIS,SHIELS,0,59
348,DONNY,RUBAL,1,36
349,DELISA,BAIERL,0,67
350,TABATHA,CAHN,0,46
351,ALLAN,HASELHORST,1,34
352,MING,NOVIELLI,0,83
353,DAYSI,BERSAMIN,0,37
354,DENIS,BONNEAU,1,49
355,KRIS,STABELL,1,87
356,ADRIAN,CANNATELLA,1,26
357,GRAHAM,TRILLING,1,90
358,MARVIS,TRASHER,0,24
359,JULES,HOISL,1,22
360,WHITNEY,MAYDEN,1,97
361,LORETTA,LUNDGREEN,0,80
362,ODIS,FRATTALI,1,84
363,JAMIE,FRYE,1,85
364,SUELLEN,MAZZONI,0,34
365,JOELLEN,DEBROT,0,78
366,KEN,LAUNDREE,1,33
367,TOBY,VEASEY,1,40
368,KELVIN,PROUTY,1,18
369,VERNIA,KHALECK,0,26
370,CODY,BLASZAK,1,22
371,MATHILDA,ANDUEZA,0,32
372,NELLY,MRAZEK,0,79
373,MIREYA,PFALZGRAF,0,82
374,SIXTA,SWANSTON,0,21
375,CLAY,GUNDRY,1,35
376,BARNEY,STGERARD,1,33
377,SOON,SMACK,0,49
378,YOLANDE,CORELLA,0,44
379,REBEKAH,HAGEMANN,0,23
380,PARKER,CALDEIRA,1,49
381,LYNNE,NEWSUM,0,37
382,QUENTIN,SYBERT,1,40
383,VERNELL,REDDOUT,0,72
384,ARNOLDO,PATAO,1,25
385,ALETHEA,ZALK,0,55
386,THADDEUS,TULLIS,1,75
387,GERTRUDIS,KOPIS,0,94
388,THOMASINA,ROESSER,0,95
389,LIN,PASCULLI,0,98
390,ANTON,HENNICK,1,95
391,MARIS,ZOLLA,0,58
392,DAMON,HAISLIP,1,56
393,IVAN,WHITEAKER,1,81
394,CATHI,NILMEIER,0,56
395,MARILOU,OPELL,0,92
396,CORINNA,PANARO,0,27
397,MARION,MATHEU,1,54
398,LOUELLA,SCHIERBROCK,0,33
399,FLOR,LEUBNER,0,26
400,KAYE,LASSESON,0,79
401,ALFREDO,DLUGOS,1,85
402,DYLAN,DESTIME,1,99
403,YUETTE,TREMBINSKI,0,86
404,REMEDIOS,TROISE,0,95
405,BEATRIS,FINKE,0,87
406,ELENORA,TURCHI,0,23
407,DESIREE,BYOD,0,43
408,ALANA,FEINBLATT,0,98
409,LAKITA,SOUTHERLAND,0,18
410,ALENE,MAYHORN,0,31
411,SHERRIE,SWINSON,0,40
412,LORE,BAZATA,0,27
413,SOLOMON,BASILIO,1,91
414,LAURINDA,FYFFE,0,98
415,SANTIAGO,SHOLLENBERGER,1,97
416,ABBY,CRAVY,0,65
417,ANNABEL,KOROL,0,93
418,GABRIELLA,FINCO,0,82
419,NICKI,VARANESE,0,37
420,CHING,SUTHERLAND,0,51
421,ELIZABETH,MAJAMAY,0,23
422,JIMMIE,SUEHS,1,86
423,FALLON,KELLOW,0,39
424,NIKOLE,BEHRENS,0,26
425,SCOTTIE,ZEPHYR,1,65
426,FREDDY,QUALHEIM,1,36
427,GEOFFREY,SIELER,1,58
428,SALVADOR,DETTY,1,85
429,MERNA,BERESIK,0,27
430,JOHNATHON,BOXWELL,1,77
431,ELAYNE,DIDONATO,0,63
432,ELIA,RAUM,0,95
433,MAN,KERVIN,1,22
434,CHUCK,SCHILKE,1,39
435,ELIDIA,MCMORROW,0,72
436,WILTON,MENAPACE,1,42
437,KAITLIN,OPIELSKI,0,42
438,NORMAND,MAYMON,1,85
439,JEROME,BUSENBARK,1,40
440,TIFFANI,HABERLE,0,85
441,EUGENIO,VANDEBRAKE,1,45
442,MARYLYNN,IOSSA,0,18
443,CONRAD,MONTEROS,1,51
444,KRISHNA,AVISON,0,96
445,DANA,ARCANO,1,58
446,ARLEN,MCCLEVELAND,1,93
447,ELFREDA,CADY,0,35
448,SCOTT,MARSEILLE,1,31
449,FELICIDAD,STEINLICHT,0,73
450,HOLLIS,LASKOWSKI,1,33
451,KENNETH,MUTOLO,1,62
452,PATRICK,MURATORE,1,42
453,DEMETRICE,BRAYBOY,0,38
454,CECIL,FALGOUST,1,70
455,RONI,FLENORY,0,20
456,NICOL,CANPOS,0,96
457,ALFONSO,KIELAR,1,69
458,MAY,YONTS,0,45
459,ANTON,STEPLER,1,82
460,TANEKA,STIEBER,0,89
461,TRAVIS,GATTUSO,1,56
462,DINORAH,OSAKI,0,37
463,LORE,MOEDER,0,30
464,ZACHARY,NEKOLA,1,73
465,FREDRIC,ALEJANDRO,1,49
466,DEMETRIUS,DAUB,0,63
467,NORMAN,PISHNER,1,57
468,EZRA,SHAGGY,1,37
469,MIKA,BENNETTS,0,34
470,OLEVIA,AMMIRATI,0,72
471,LYNWOOD,MICHAELIS,1,28
472,KEVEN,MOEHLMAN,1,44
473,LEILANI,HEGSTAD,0,48
474,REFUGIO,CORDY,1,18
475,HYMAN,WOFFORD,1,67
476,MABELLE,LINTZ,0,38
477,HALLEY,WEEKLY,0,77
478,DAMIAN,HATADA,1,29
479,STEPHINE,BESSEMER,0,32
480,GARY,DEROSE,1,66
481,BENNETT,HARTENSTEIN,1,22
482,HUGH,PULLAN,1,34
483,JOSE,HAUGEN,0,77
484,VERA,SECONDO,0,26
485,CLEMENTINA,GALFORD,0,96
486,NICOLETTE,CUTTEN,0,70
487,JACK,PRIESMEYER,1,63
488,WILHEMINA,SCHLESNER,0,82
489,THELMA,AREBALO,0,49
490,MARSHA,STARTT,0,74
491,FRED,FERIS,1,85
492,GEORGENE,ULICH,0,60
493,TOBY,HOUSEWRIGHT,1,85
494,NEOMI,MCILWAINE,0,81
495,RANEE,BODELSON,0,91
496,SHARIKA,BALCOS,0,28
497,NICOLAS,BREND,1,60
498,MARCO,FJESETH,1,96
499,LEA,COSTANTINI,0,36
500,TOMMY,JANUSZ,1,23
501,LEOPOLDO,COMES,1,39
502,RONI,GARROTT,0,25
503,SEAN,CABEZAS,1,83
504,RUEBEN,HUNKIN,1,42
505,WARREN,BAKIOS,1,60
506,VERNIE,MANCINA,0,51
507,CRISSY,STORE,0,91
508,RAMIRO,HERROLD,1,64
509,LAVONE,RUHOFF,0,79
510,JACINTO,NEVILS,1,87
511,EVAN,EICHENMILLER,0,18
512,SHON,LARDIN,1,62
513,CIARA,MOWAT,0,44
514,HILDE,GARMEN,0,77
515,LEO,BELLINGTIER,1,88
516,LEON,ROSER,1,98
517,MARCELLE,ROSENTHAL,0,71
518,LEIGH,GRABOSKI,1,72
519,JENNINE,STAENGLEN,0,45
520,RANDEE,RASULO,0,74
521,FERMINA,DANES,0,30
522,DIANA,RAHE,0,41
523,RAE,BELLARD,0,76
524,NORBERTO,LASLO,1,39
525,DOLORES,LAPPING,0,92
526,TORY,HARVEST,0,75
527,EDWARD,DAYAL,0,99
528,JO,PENCEK,0,86
529,IVANA,TORTORELLI,0,22
530,DEADRA,DRIES,0,19
531,FREDDA,ME,0,36
532,LAURIE,MIRZA,0,21
533,LARAINE,KOFLER,0,77
534,ONA,KAMNA,0,29
535,PORFIRIO,HEGER,1,85
536,PATRICA,FRIEDLINE,0,65
537,RHETT,BEHRENDT,1,55
538,TOCCARA,KAUR,0,25
539,MILLIE,SHAMAS,0,60
540,ADRIAN,KALLESTAD,1,37
541,CLIFF,GIBERSON,1,27
542,CHANG,PASQUALETTI,1,43
543,LON,COINER,1,95
544,STEVIE,HINDERBERGER,1,19
545,LELAND,FLENORY,1,76
546,EDMUND,AMEDRO,1,56
547,LENNA,YOST,0,68
548,TUAN,ZARRALUQUI,1,86
549,GABRIEL,LUKASZEWICZ,1,88
550,CATRICE,PAYANO,0,62
551,JEFFERSON,PANGRAZIO,1,60
552,CAMERON,FLICKINGER,1,99
553,MANY,KAZANJIAN,0,22
554,DELORSE,FARWICK,0,90
555,SHERIE,SABE,0,18
556,OK,ROYEA,0,57
557,LEWIS,BOLDS,1,93
558,OSCAR,PINNELL,0,72
559,MILFORD,LOEWENTHAL,1,81
560,GLADIS,GALIMBA,0,32
561,FERNE,COMMER,0,71
562,DARON,COURY,1,93
563,MARGURITE,CLISE,0,69
564,JAME,DENTY,1,66
565,TIFFANEY,DUCA,0,54
566,DARLINE,ELIZANDO,0,86
567,MAC,SILVERIO,1,58
568,JACALYN,SMOLSKI,0,23
569,TAMMERA,HILDERBRAND,0,48
570,ZACK,WINSTANLEY,1,54
571,TRICIA,HALIK,0,59
572,CONSUELO,GLEGHORN,0,34
573,AUGUSTINE,DASE,1,99
574,DANIEL,BEDNAR,1,93
575,MURIEL,CONNORS,0,58
576,RODRIGO,MARANDOLA,1,99
577,CONSTANCE,PROSISE,0,69
578,CARLO,BELLANCA,1,41
579,JUDI,COSLOW,0,87
580,ABE,LINSCOTT,1,81
581,DEANDRE,BRONDYKE,1,52
582,LAVERNE,BERLO,1,78
583,LAURINDA,WILKSON,0,22
584,DEAN,BYOD,1,60
585,LAINE,DELAHANTY,0,51
586,REGINE,FICKS,0,97
587,ARLENA,RIIS,0,50
588,AVERY,BERRIE,1,56
589,DONOVAN,FARABAUGH,1,87
590,AVRIL,MORELLE,0,92
591,CHONG,GLASCOE,1,98
592,RUDOLPH,AUGUSTINE,1,30
593,BERRY,ARRAMBIDE,1,45
594,HYMAN,TREBBE,1,25
595,CUC,BARTERS,0,35
596,JOSEPH,AUBRECHT,1,90
597,CEDRIC,MCQUAID,1,48
598,KIRK,GRABERT,1,23
599,VONNIE,ORIO,0,18
600,QIANA,LOCKHART,0,26
601,BEATRIS,ALBERDA,0,43
602,BROOKS,MANHART,1,51
603,RANDELL,SANDRIDGE,1,55
604,CHRISTAL,MORRO,0,30
605,TREY,NEELEY,1,65
606,YASMIN,MOCCIA,0,66
607,CARMINA,MIESSLER,0,77
608,MEL,SPAYER,1,37
609,TRACEY,HODSON,1,27
610,USHA,MCNELLIE,0,86
611,VIRGIL,BALSANO,1,58
612,KORI,ROTELLI,0,77
613,PRINCE,MOSEMAN,1,99
614,LUCILA,GOICOECHEA,0,42
615,ROLAND,BURKITT,1,22
616,EMERY,ALBU,1,96
617,CRISTOBAL,SAUCER,1,33
618,NARCISA,MAGGIT,0,19
619,IDA,KUJAWSKI,0,69
620,TERRANCE,ARANT,1,69
621,MARX,SHROLL,0,19
622,CLAIRE,DACUS,0,75
623,KIRSTIE,LAASAGA,0,30
624,MARIANA,DABDOUB,0,49
625,PAULINE,MACADANGDANG,0,27
626,DANNY,HURBAN,1,93
627,BROOKS,ROSENQUIST,1,46
628,REBECCA,VAHENA,0,70
629,CASANDRA,DICKERT,0,24
630,FLORENCIO,BRANCHAUD,1,67
631,RANDALL,MASSENA,1,24
632,DESHAWN,DIMODICA,1,94
633,LUCILA,PUZON,0,88
634,ALEX,STEEGE,1,82
635,GERTUDE,SANDELIUS,0,66
636,SHARRI,LAKNER,0,84
637,JUSTIN,SHORTINO,1,85
638,DENIS,MACARENO,1,47
639,GIUSEPPE,SUON,1,87
640,JASPER,KOEPPER,1,59
641,WINTER,SAMMARTINO,0,69
642,SHELLY,ZAPOTICKY,0,58
643,ANGELENA,DIALLO,0,71
644,RANDA,BRACKENS,0,50
645,SONG,LINDY,0,84
646,ALYSIA,HACH,0,20
647,VERNIA,DORNING,0,59
648,SHERLYN,SPOHR,0,69
649,SCOT,TOPLIN,1,86
650,JUSTIN,BOCOOK,1,89
651,CHRISTOPHER,FOK,1,78
652,MIREILLE,FIORENTINI,0,93
653,RAGUEL,OLK,0,99
654,JENA,HOLSEY,0,21
655,ROBT,VAUTIER,1,49
656,CHEREE,STRIMBACK,0,44
657,CHRISTENE,ONAGA,0,88
658,LAHOMA,ALONGE,0,82
659,NORBERTO,BEESMER,1,37
660,TULA,KRUS,0,23
661,SOL,VANDORP,0,76
662,NATHAN,LUONGO,1,48
663,PIA,KRABILL,0,72
664,TAINA,WHYBREW,0,69
665,VINCENZO,FAYCURRY,1,27
666,DUDLEY,SAINZ,1,91
667,PATRICA,ESPEJEL,0,23
668,FRANKIE,WYLER,1,65
669,KIZZY,TRAUTH,0,48
670,SIMON,SAKASEGAWA,1,39
671,GIL,EDDINS,1,23
672,JEANMARIE,ROBERIE,0,88
673,MAIRE,BAVZEE,0,94
674,BEBE,UNREIN,0,54
675,JASMIN,KAUSHIVA,0,98
676,MERRI,SHORTEN,0,49
677,AVELINA,STEPP,0,77
678,DELISA,SWAYZE,0,93
679,DAHLIA,WINSMAN,0,28
680,WILLIS,CUEBAS,1,45
681,LOU,STOESSEL,1,45
682,CLAUDIE,SURRIDGE,0,56
683,DUSTIN,HICKMON,1,52
684,DONNY,KOSOWSKI,1,69
685,BLAIR,LUFFY,1,63
686,GIANNA,CLAY,0,78
687,NAKIA,ROACHE,0,40
688,BREANNA,MCKEON,0,84
689,WILL,GOATLEY,1,45
690,REGENIA,SHANKLAND,0,43
691,EUGENE,RIPPEL,1,49
692,RUDY,DUNSWORTH,1,38
693,DEVIN,STROHMEYER,1,27
694,CARMINE,RUBEO,1,22
695,KATHYRN,HEINIG,0,19
696,ELWANDA,BEAT,0,21
697,LARRY,SKEENS,1,79
698,BRANDON,STINER,0,45
699,SCOT,CABANILLA,1,63
700,JOE,SANIATAN,1,46
701,ALANNA,SITZMAN,0,79
702,ELEONORA,FUNNELL,0,49
703,NIKI,LOBB,0,74
704,LARHONDA,PATRIDGE,0,44
705,JESSI,SCHRYER,0,53
706,BIANCA,PALL,0,30
707,TERESSA,LINARD,0,44
708,MARCELINO,COREN,1,69
709,JENNINE,BURLISON,0,52
710,KENT,GOODEN,1,80
711,ARTHUR,HEADLAND,1,59
712,INGE,SUESS,0,66
713,SANDY,DUNCOMBE,1,55
714,BERNARD,DEMMAN,1,86
715,MIQUEL,KRYNICKI,1,77
716,JAVIER,RYS,1,43
717,LEO,JACKOVITZ,1,24
718,MIREYA,DECLERCQ,0,63
719,JERROLD,CZAJA,1,29
720,CELINE,SABATA,0,80
721,JAMILA,CASTELLUCCIO,0,70
722,ARACELIS,YRIGOLLEN,0,92
723,LACHELLE,YOSHINA,0,52
724,DICK,PIEKARSKI,1,68
725,ELLIS,SERS,1,35
726,VINCENZO,MENGWASSER,1,87
727,LIZETTE,SCHOBERG,0,96
728,KATERINE,DANIELY,0,36
729,NANA,CORBETT,0,60
730,JERRELL,HINCKS,1,22
731,BASIL,BURGEES,1,18
732,BOBBIE,MACLAIN,1,70
733,SIU,ADEMA,0,85
734,INOCENCIA,DOSSANTOS,0,42
735,GEORGINE,NAGER,0,51
736,PETER,NIRSCHL,1,79
737,ELINOR,BEW,0,64
738,MODESTO,WARNOCK,1,92
739,FREDRICKA,YOSHIZUMI,0,63
740,SHELLY,TABISULA,0,99
741,LUIS,FINDLING,0,95
742,ADRIAN,SPINGLER,0,30
743,MATT,LINEGAR,1,61
744,HENRY,HORSMAN,0,26
745,AMAL,SABE,0,44
746,OCTAVIO,FANDINO,1,36
747,HANS,ACE,1,21
748,LESLI,BRENCE,0,99
749,HAYDEN,EAPEN,1,26
750,BOOKER,MODEST,1,79
751,SHERRY,MCCLINE,0,57
752,TRENA,MAZZARA,0,37
753,BILLYE,RUIZ,0,80
